"ParasiteCorrectedName","close","sexual","vertical","closenonsexual","nonclose","environment","soil","water","feces","vector","intermediate"
"Mammarenavirus Lymphocytic choriomeningitis mammarenavirus",1,0,0,0,1,0,0,0,0,0,0
"Mannheimia haemolytica",1,0,1,1,1,1,0,1,1,0,0
"Mansonella atelensis",0,0,0,0,0,0,0,0,0,1,0
"Mansonella colombiensis",0,0,0,0,0,0,0,0,0,1,0
"Mansonella gorillae",0,0,0,0,0,0,0,0,0,1,0
"Mansonella leopoldi",0,0,0,0,0,0,0,0,0,1,0
"Mansonella llewellyni",0,0,0,0,0,0,0,0,0,0,0
"Mansonella mariae",0,0,0,0,0,0,0,0,0,1,0
"Mansonella marmosetae",0,0,0,0,0,0,0,0,0,1,0
"Mansonella mystaxi",0,0,0,0,0,0,0,0,0,1,0
"Mansonella papionis",0,0,0,0,0,0,0,0,0,1,0
"Mansonella perstans",0,0,0,0,0,0,0,0,0,1,0
"Mansonella peruviana",0,0,0,0,0,0,0,0,0,1,0
"Mansonella saimiri",0,0,0,0,0,0,0,0,0,1,0
"Mansonella streptocercum",0,0,0,0,0,0,0,0,0,1,0
"Mansonella tamarinae",0,0,0,0,0,0,0,0,0,1,0
"Mansonella vanhoofi",0,0,0,0,0,0,0,0,0,1,0
"Margaropus winthemi",0,0,0,0,1,1,0,0,0,0,0
"Maritrema eroliae",0,0,0,0,0,0,0,0,0,0,0
"Maritreminoides nettae",0,0,0,0,0,0,0,0,0,0,0
"Marshallagia marshalli",0,0,0,0,1,1,0,0,1,0,0
"Marshallagia occidentalis",0,0,0,0,1,1,0,0,1,0,0
"Mastadenovirus Canine mastadenovirus A",0,0,0,0,0,0,0,0,0,0,0
"Mastadenovirus Human mastadenovirus F",0,0,0,0,0,0,0,0,0,0,0
"Mastophorus muris",0,0,0,0,0,0,0,0,0,0,0
"Mathevotaenia megastoma",0,0,0,0,0,0,0,0,0,0,1
"Mathevotaenia mephitis",0,0,0,0,0,0,0,0,0,0,0
"Mazamastrongylus odocoilei",0,0,0,0,1,1,0,0,1,0,0
"Mazamastrongylus pursglovei",0,0,0,0,1,1,0,0,1,0,0
"Mediorhynchus robustus",0,0,0,0,0,0,0,0,0,0,0
"Megacooperia woodfordi",0,0,0,0,1,1,0,0,1,0,0
"Melophagus ovinus",0,0,0,0,0,0,0,0,0,0,0
"Meningonema peruzzii",0,0,0,0,0,0,0,0,0,1,0
"Mesocestoides canislagopodis",0,0,0,0,0,0,0,0,0,0,0
"Mesocestoides corti",0,0,0,0,0,0,0,0,0,0,0
"Mesocestoides kirbyi",0,0,0,0,0,0,0,0,0,0,0
"Mesocestoides lineatus",0,0,0,0,0,0,0,0,0,0,0
"Mesocestoides litteratus",0,0,0,0,0,0,0,0,0,0,0
"Mesocestoides paucitesticulus",0,0,0,0,0,0,0,0,0,0,0
"Mesocestoides variabilis",0,0,0,0,0,0,0,0,0,0,0
"Mesostephanus appendiculatoides",0,0,0,0,0,0,0,0,0,0,0
"Metagonimoides oregonensis",0,0,0,0,0,0,0,0,0,0,0
"Metagonimus miyata",0,0,0,0,0,0,0,0,0,0,0
"Metagonimus takahashii",0,0,0,0,0,0,0,0,0,0,0
"Metagonimus yokogawai",0,0,0,0,0,0,0,0,0,0,0
"Metastrongylus apri",0,0,0,0,0,0,0,0,0,0,1
"Metastrongylus asymmetricus",0,0,0,0,0,0,0,0,0,0,1
"Metastrongylus confusus",0,0,0,0,0,0,0,0,0,0,1
"Metastrongylus elongatus",0,0,0,0,0,0,0,0,0,0,1
"Metastrongylus pudentotectus",0,0,0,0,0,0,0,0,0,0,1
"Metastrongylus salmi",0,0,0,0,0,0,0,0,0,0,1
"Metathelazia californica",0,0,0,0,0,0,0,0,0,0,0
"Metorchis albidus",0,0,0,0,0,0,0,0,0,0,0
"Metorchis bilis",0,0,0,0,0,0,0,0,0,0,0
"Metorchis conjunctus",0,0,0,0,0,0,0,0,0,0,0
"Metorchis vulpis",0,0,0,0,0,0,0,0,0,0,0
"Meyerozyma guilliermondii",1,0,1,0,1,0,0,0,0,0,0
"Micrococcus luteus",0,0,0,0,0,0,0,0,0,0,0
"Microfilaria binucleata",0,0,0,0,0,0,0,0,0,1,0
"Microphallus nicolli",0,0,0,0,0,0,0,0,0,0,0
"Microphallus pirum",0,0,0,0,0,0,0,0,0,0,0
"Microphallus similis",0,0,0,0,0,0,0,0,0,0,0
"Microphallus turgidus",0,0,0,0,0,0,0,0,0,0,0
"Microsporum gypseum",0,0,0,0,0,0,0,0,0,0,0
"Moeopsylla sjoestedti",1,0,0,1,1,1,0,0,0,0,0
"Molineus barbatus",0,0,0,0,0,0,0,0,0,0,0
"Molineus legerae",0,0,0,0,0,0,0,0,0,0,0
"Molineus midas",0,0,0,0,1,0,0,0,0,0,0
"Molineus mustelae",0,0,0,0,0,0,0,0,0,0,0
"Molineus patens",0,0,0,0,0,0,0,0,0,0,0
"Molineus torulosus",0,0,0,0,1,0,0,0,0,0,0
"Moniezia benedeni",0,0,0,0,0,0,0,0,0,0,1
"Moniezia expansa",0,0,0,0,0,0,0,0,0,0,1
"Moniezia rugosa",0,0,0,0,0,0,0,0,0,0,1
"Moniliformis moniliformis",0,0,0,0,0,0,0,0,0,0,0
"Monodontella giraffae",0,0,0,0,1,1,1,0,1,0,0
"Monodontus louisianensis",0,0,0,0,1,1,0,0,1,0,0
"Monorygma grimaldii",0,0,0,0,0,0,0,0,0,0,0
"Moraxella atlantae",0,0,0,0,0,0,0,0,0,0,0
"Moraxella bovis",0,0,0,0,0,0,0,0,0,1,0
"Moraxella catarrhalis",0,0,0,0,0,0,0,0,0,0,0
"Moraxella cuniculi",1,0,0,1,0,0,0,0,0,0,0
"Moraxella lacunata",0,0,0,0,0,0,0,0,0,0,0
"Moraxella nonliquefaciens",0,0,0,0,0,0,0,0,0,0,0
"Moraxella osloensis",0,0,0,0,0,0,0,0,0,0,0
"Moraxella ovis",0,0,0,0,0,0,0,0,0,1,0
"Moraxella phenylpyruvicus",0,0,0,0,0,0,0,0,0,0,0
"Morbillivirus Canine distemper virus",0,0,0,0,0,0,0,0,0,0,0
"Morbillivirus Cetacean morbillivirus",0,0,0,0,0,0,0,0,0,0,0
"Morbillivirus Measles virus",1,0,0,0,0,0,0,0,0,0,0
"Morbillivirus Phocine distemper virus",0,0,0,0,0,0,0,0,0,0,0
"Morbillivirus Rinderpest virus",1,0,0,1,0,0,0,0,0,0,0
"Morganella morganii",0,0,0,0,0,0,0,0,0,0,0
"Mosgovoyia pectinata",0,0,0,0,0,0,0,0,0,0,0
"Muellerius capillaris",0,0,0,0,0,0,0,0,0,0,1
"Muellerius tenuispiculatus",0,0,0,0,0,0,0,0,0,0,1
"Multiceps packii",0,0,0,0,0,0,0,0,0,0,0
"Murshidia devians",0,0,0,0,0,0,0,0,0,0,0
"Murshidia hamata",0,0,0,0,1,1,0,0,1,0,0
"Murshidia pugnicaudata",0,0,0,0,1,1,0,0,1,0,0
"Mycobacterium avium",1,0,1,0,1,0,0,0,1,0,0
"Mycobacterium bovis",1,0,0,1,1,0,0,0,1,0,0
"Mycobacterium fortuitum",0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium goodii",0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium intracellulare",0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium kansaii",0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium tuberculosis",1,0,0,1,0,0,0,0,0,0,0
"Mycoplasma conjunctivae",1,0,0,1,0,0,0,0,0,0,0
"Mycoplasma fermentans",0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma haemofelis",0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma haemominutum",0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma hominis",0,1,1,0,0,0,0,0,0,0,0
"Mycoplasma ovipneumoniae",1,0,0,1,0,0,0,0,0,0,0
"Mycoplasma phocidae",0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma turicensis",0,0,0,0,0,0,0,0,0,0,0
"Naganishia albida",0,0,0,0,1,0,0,0,0,0,0
"Nairovirus Crimean-Congo hemorrhagic fever nairovirus",1,0,0,1,0,0,0,0,0,1,0
"Nairovirus Thiafora nairovirus",0,0,0,0,0,0,0,0,0,1,0
"Nanophyetus salmincola",0,0,0,0,0,0,0,0,0,0,0
"Necator americanus",0,0,0,0,1,0,0,0,0,0,0
"Neisseria elongata",0,0,0,0,0,0,0,0,0,0,0
"Neisseria flavescens",0,0,0,0,0,0,0,0,0,0,0
"Neisseria mucosa",0,0,0,0,0,0,0,0,0,0,0
"Neisseria pharyngis",0,0,0,0,0,0,0,0,0,0,0
"Nematodirella alcidis",0,0,0,0,1,1,0,0,1,0,0
"Nematodirella longissimespiculata",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus abnormalis",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus battus",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus davtiani",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus europaeus",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus filicollis",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus helvetianus",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus hugonnetae",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus odocoilei",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus oiratianus",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus roscidus",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus rupicaprae",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus spathiger",0,0,0,0,1,1,0,0,1,0,0
"Nematodirus tarandi",0,0,0,0,1,1,0,0,1,0,0
"Neolinguatula nuttalli",0,0,0,0,1,1,0,0,0,0,1
"Neolipoptena ferrisi",0,0,0,0,0,0,0,0,0,0,0
"Neorhabditostomum yeni",0,0,0,0,1,1,0,0,1,0,0
"Neorickettsia risticii",0,0,0,0,0,0,0,0,0,0,0
"Neoschoengastia israelensis",0,0,0,0,1,1,0,0,0,0,0
"Neospora caninum",1,0,1,0,1,1,0,1,1,0,1
"Neostrongylus linearis",0,0,0,0,0,0,0,0,0,0,1
"Neotrichodectes mephitidis",0,0,0,0,0,0,0,0,0,0,0
"Neotrichodectes pallidus",0,0,0,0,0,0,0,0,0,0,0
"Neotrombicula autumnalis",0,0,0,0,0,0,0,0,0,0,0
"Nocardia asteroides",0,0,0,0,0,0,0,0,0,0,0
"Nosopsyllus fasciatus",0,0,0,0,0,0,0,0,0,0,0
"Notoedres cati",0,0,0,0,0,0,0,0,0,0,0
"Ochrobactrum anthropi",0,0,0,0,0,0,0,0,0,0,0
"Oesophagostomum aculeatum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum africanum",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum apiostomum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum attenuatum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum bifurcum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum brumpti",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum columbianum",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum dentatum",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum maurum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum mocambiquei",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum mwanzae",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum pachycephalum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum quadrispinulatum",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum radiatum",0,0,0,0,1,1,0,0,1,0,0
"Oesophagostomum stephanostomum",0,0,0,0,1,0,0,0,0,0,0
"Oesophagostomum venulosum",0,0,0,0,1,1,0,0,1,0,0
"Ollulanus tricuspis",0,0,0,0,0,0,0,0,0,0,0
"Onchocerca cervipedis",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca dewittei",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca flexuosa",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca garmsi",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca gutturosa",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca jakutensis",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca lienalis",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca ramachandrini",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca skrjabini",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca suzukii",0,0,0,0,0,0,0,0,0,1,0
"Onchocerca volvulus",0,0,0,0,0,0,0,0,0,1,0
"Oncicola canis",0,0,0,0,0,0,0,0,0,0,0
"Opisthorchis felineus",0,0,0,0,0,0,0,0,0,0,0
"Orbivirus African horse sickness virus",0,0,0,0,0,0,0,0,0,1,0
"Orbivirus Bluetongue virus",0,0,0,0,0,0,0,0,0,1,0
"Orbivirus Epizootic hemorrhagic disease virus",0,0,0,0,0,0,0,0,0,1,0
"Orbivirus Orungo virus",0,0,0,0,0,0,0,0,0,1,0
"Orbivirus Palyam virus",1,0,1,0,0,0,0,0,0,1,0
"Orchopeas agilis",0,0,0,0,0,0,0,0,0,0,0
"Orchopeas caedens",0,0,0,0,0,0,0,0,0,0,0
"Orchopeas howardi",0,0,0,0,0,0,0,0,0,0,0
"Orchopeas latens",0,0,0,0,0,0,0,0,0,0,0
"Ornithodoros coriaceus",0,0,0,0,1,1,1,0,0,0,0
"Ornithodoros porcinus",0,0,0,0,1,1,1,0,0,0,0
"Ornithodoros talaje",0,0,0,0,1,0,0,0,0,0,0
"Ornithonyssus bacoti",0,0,0,0,0,0,0,0,0,0,0
"Ornithonyssus wernecki",0,0,0,0,0,0,0,0,0,0,0
"Oropsylla arctomys",0,0,0,0,0,0,0,0,0,0,0
"Oropsylla hirsuta",0,0,0,0,0,0,0,0,0,0,0
"Oropsylla montana",0,0,0,0,0,0,0,0,0,0,0
"Orthobunyavirus Akabane virus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Bakau orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Bunyamwera orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Bwamba orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus California encephalitis orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Kairi orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Main Drain orthobunyavirus",0,0,0,0,0,0,0,0,0,0,0
"Orthobunyavirus Sathuperi orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Shamonda orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthobunyavirus Shuni orthobunyavirus",0,0,0,0,0,0,0,0,0,1,0
"Orthocoelium scoliocoelium",0,0,0,0,1,1,0,0,0,0,1
"Orthocoelium streptocoelium",0,0,0,0,1,1,0,0,0,0,1
"Orthohalarachne attenuata",0,0,0,0,0,0,0,0,0,0,0
"Orthohalarachne diminuata",0,0,0,0,0,0,0,0,0,0,0
"Orthohepadnavirus Hepatitis B virus",1,1,0,0,0,0,0,0,0,0,0
"Orthopoxvirus Monkeypox virus",1,0,0,0,0,0,0,0,0,0,0
"Orthoreovirus Mammalian orthoreovirus",0,0,0,0,0,0,0,0,0,0,0
"Orthosplanchnus fraterculus",0,0,0,0,0,0,0,0,0,0,0
"Orthostrongylus macrotis",0,0,0,0,0,0,0,0,0,0,0
"Oslerus osleri",0,0,0,0,0,0,0,0,0,0,0
"Oslerus pararostratus",0,0,0,0,0,0,0,0,0,0,0
"Oslerus rostratus",0,0,0,0,0,0,0,0,0,0,0
"Ostertagia arctica",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia dikmansi",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia drozdzi",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia gruehneri",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia harrisi",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia kolchida",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia leptospicularis",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia lyrata",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia mossi",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia ostertagi",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia trifurcata",0,0,0,0,1,1,0,0,1,0,0
"Ostertagia triquetra",0,0,0,0,1,1,0,0,1,0,0
"Otodectes cynotis",0,0,0,0,0,0,0,0,0,0,0
"Otostrongylus circumlitus",0,0,0,0,0,0,0,0,0,0,0
"Oxynema crassispiculum",0,0,0,0,0,0,0,0,0,0,0
"Oxyuris equi",0,0,0,0,1,1,0,0,1,0,0
"Oxyuris karamoja",0,0,0,0,1,1,0,0,1,0,0
"Pachysentis canicola",0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus alvei",0,0,0,0,0,0,0,0,0,0,0
"Pantoea agglomerans",0,0,0,0,1,1,0,0,0,0,0
"Papiliotrema laurentii",0,0,0,0,1,0,0,0,0,0,0
"Parabronema bonnei",0,0,0,0,0,0,0,0,0,1,0
"Parabronema pecariae",0,0,0,0,0,0,0,0,0,1,0
"Parabronema roundi",0,0,0,0,0,0,0,0,0,1,0
"Parabronema skrjabini",0,0,0,0,0,0,0,0,0,1,0
"Paraceras melis",0,0,0,0,0,0,0,0,0,0,0
"Paracoccidioides brasiliensis",0,0,0,0,0,0,0,0,0,0,0
"Paracooperia devossi",0,0,0,0,1,1,0,0,1,0,0
"Paracooperia horaki",0,0,0,0,1,1,0,0,1,0,0
"Paracooperia serrata",0,0,0,0,1,1,0,0,1,0,0
"Paracooperioides peleae",0,0,0,0,1,1,0,0,1,0,0
"Parafasciolopsis fasciolaemorpha",0,0,0,0,0,0,0,0,0,0,1
"Parafilaria bassoni",0,0,0,0,0,0,0,0,0,1,0
"Parafilaroides decorus",0,0,0,0,0,0,0,0,0,0,0
"Parafilaroides gymnurus",0,0,0,0,0,0,0,0,0,0,0
"Parafilaroides normani",0,0,0,0,0,0,0,0,0,0,0
"Paragonimus africanus",0,0,0,0,0,0,0,0,0,0,1
"Paragonimus kellicotti",0,0,0,0,0,0,0,0,0,0,0
"Paragonimus ohirai",0,0,0,0,0,0,0,0,0,0,0
"Paragonimus pulmonalis",0,0,0,0,0,0,0,0,0,0,1
"Paragonimus rudis",0,0,0,0,0,0,0,0,0,0,0
"Paragonimus westermani",0,0,0,0,0,0,0,0,0,0,1
"Paralibyostrongylus kalinae",0,0,0,0,1,0,0,0,0,0,0
"Parallelorchis diglossus",0,0,0,0,0,0,0,0,0,0,0
"Parametorchis complexus",0,0,0,0,0,0,0,0,0,0,0
"Paramphistomum cervi",0,0,0,0,1,1,0,0,0,0,1
"Paramphistomum epiclitum",0,0,0,0,1,1,0,0,0,0,1
"Paramphistomum liorchis",0,0,0,0,1,1,0,0,0,0,1
"Paraoxyuronema brachytelesi",1,0,0,0,1,0,0,0,0,0,0
"Parapinnixa affinis",0,0,0,0,0,0,0,0,0,0,0
"Parapoxvirus Bovine papular stomatitis virus",1,0,0,1,0,0,0,0,0,0,0
"Parapoxvirus Orf virus",0,0,0,0,1,1,0,0,0,0,0
"Parascaris equorum",0,0,0,0,1,1,1,0,1,0,0
"Parelaphostrongylus andersoni",0,0,0,0,0,0,0,0,0,0,1
"Parelaphostrongylus odocoilei",0,0,0,0,0,0,0,0,0,0,1
"Parelaphostrongylus tenuis",0,0,0,0,0,0,0,0,0,0,1
"Passalurus nonannulatus",0,0,0,0,0,0,0,0,0,0,0
"Pasteurella canis",1,0,0,1,0,0,0,0,0,0,0
"Pasteurella multocida",1,0,0,1,1,1,0,1,0,0,0
"Pearsonema mucronata",0,0,0,0,0,0,0,0,0,0,0
"Pedicinus eurygaster",1,0,0,0,0,0,0,0,0,0,0
"Pedicinus hamadryis",1,0,0,0,0,0,0,0,0,0,0
"Pedicinus obtusus",1,0,0,0,0,0,0,0,0,0,0
"Pediculus mjobergi",1,0,0,0,0,0,0,0,0,0,0
"Pelodera strongyloides",0,0,0,0,0,0,0,0,0,0,0
"Pennella balaenopterae",0,0,0,0,0,0,0,0,0,0,0
"Percavirus Mustelid gammaherpesvirus 1",0,0,0,0,0,0,0,0,0,0,0
"Peromyscopsylla spectabilis",0,0,0,0,0,0,0,0,0,0,0
"Pestivirus Border disease virus",1,0,1,1,1,0,0,0,0,0,0
"Pestivirus Bovine viral diarrhea virus 1",1,1,1,1,0,0,0,0,0,0,0
"Pestivirus Classical swine fever virus",1,1,1,1,1,1,0,0,0,0,0
"Phacopsylla inexpectata",1,0,0,1,1,1,0,0,0,0,0
"Phagicola angrense",0,0,0,0,0,0,0,0,0,0,0
"Phagicola diminuta",0,0,0,0,0,0,0,0,0,0,0
"Phagicola longa",0,0,0,0,0,0,0,0,0,0,0
"Phaneropsolus orbicularis",0,0,0,0,0,0,0,0,0,0,1
"Pharyngostomoides adenocephala",0,0,0,0,0,0,0,0,0,0,0
"Pharyngostomoides procyonis",0,0,0,0,0,0,0,0,0,0,0
"Pharyngostomum cordatum",0,0,0,0,0,0,0,0,0,0,0
"Philophthalmus zalophi",0,0,0,0,0,0,0,0,0,0,0
"Phlebovirus Bhanja virus",0,0,0,0,0,0,0,0,0,1,0
"Phlebovirus Sandfly fever Naples phlebovirus",0,0,0,0,0,0,0,0,0,0,0
"Phocanema decipiens",0,0,0,0,0,0,0,0,0,0,0
"Phocascaris cystophorae",0,0,0,0,0,0,0,0,0,0,0
"Phocascaris phocae",0,0,0,0,0,0,0,0,0,0,0
"Phocitrema fusiforme",0,0,0,0,0,0,0,0,0,0,0
"Photobacterium damselae",0,0,0,0,0,0,0,0,0,0,0
"Phthirus gorillae",1,0,0,0,0,0,0,0,0,0,0
"Phyllobothrium delphini",0,0,0,0,0,0,0,0,0,0,0
"Physaloptera caucasia",0,0,0,0,0,0,0,0,0,0,1
"Physaloptera cebi",0,0,0,0,0,0,0,0,0,0,1
"Physaloptera dilatata",0,0,0,0,0,0,0,0,0,0,1
"Physaloptera maxillaris",0,0,0,0,0,0,0,0,0,0,0
"Physaloptera mordens",0,0,0,0,0,0,0,0,0,0,1
"Physaloptera multipapillata",0,0,0,0,0,0,0,0,0,0,1
"Physaloptera multiuteri",0,0,0,0,0,0,0,0,0,0,1
"Physaloptera praeputialis",0,0,0,0,0,0,0,0,0,0,0
"Physaloptera rara",0,0,0,0,0,0,0,0,0,0,0
"Physaloptera sibirica",0,0,0,0,0,0,0,0,0,0,0
"Physocephalus sexalatus",0,0,0,0,0,0,0,0,0,0,1
"Piophila casei",0,0,0,0,0,0,0,0,0,0,0
"Placoconus lotoris",0,0,0,0,0,0,0,0,0,0,0
"Plagiorchis elegans",0,0,0,0,0,0,0,0,0,0,0
"Plagiorchis muris",0,0,0,0,0,0,0,0,0,0,0
"Plagiorchis vespertilionis",0,0,0,0,0,0,0,0,0,0,0
"Plagiorhynchus cylindraceus",0,0,0,0,0,0,0,0,0,0,0
"Plagiorhynchus ogatai",0,0,0,0,0,0,0,0,0,0,0
"Plasmodium brasilianum",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium coatneyi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium cynomolgi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium eylesi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium falciparum",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium fieldi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium fragile",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium georgesi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium girardi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium gonderi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium hylobati",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium inui",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium jefferyi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium knowlesi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium petersi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium pitheci",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium reichenowi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium rodhani",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium schwetzi",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium shortii",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium simiovale",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium simium",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium vivax",0,0,0,0,0,0,0,0,0,1,0
"Plasmodium youngi",0,0,0,0,0,0,0,0,0,1,0
"Platynosomum amazonensis",0,0,0,0,0,0,0,0,0,0,1
"Platynosomum marmoseti",0,0,0,0,0,0,0,0,0,0,1
"Plenosoma minimum",0,0,0,0,0,0,0,0,0,0,0
"Pleochaetis exilis",0,0,0,0,0,0,0,0,0,0,0
"Plesiomonas shigelloides",0,0,0,0,0,0,0,0,0,0,0
"Pneumocystis carinii",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus africanus",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus congoensis",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus dinolti",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus mossambicensis",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus santos-diasi",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus simicola",1,0,0,0,0,0,0,0,0,0,0
"Pneumonyssus vocalis",1,0,0,0,0,0,0,0,0,0,0
"Pneumostrongylus calcaratus",0,0,0,0,0,0,0,0,0,0,1
"Pneumovirus Bovine respiratory syncytial virus",1,0,0,1,0,0,0,0,0,0,0
"Pneumovirus Human respiratory syncytial virus",1,0,0,0,0,0,0,0,0,0,0
"Polymorphus cetaceum",0,0,0,0,0,0,0,0,0,0,0
"Polymorphus major",0,0,0,0,0,0,0,0,0,0,0
"Polymorphus meyeri",0,0,0,0,0,0,0,0,0,0,0
"Polyomavirus Simian agent virus 12",1,1,0,0,0,0,0,0,0,0,0
"Pomphorhynchus laevis",0,0,0,0,0,0,0,0,0,0,0
"Porrocaecum decipiens",0,0,0,0,0,0,0,0,0,0,0
"Porrorchis leibyi",0,0,0,0,0,0,0,0,0,0,0
"Porrorchis nickoli",0,0,0,0,0,0,0,0,0,0,0
"Porrorchis oti",0,0,0,0,0,0,0,0,0,0,0
"Pricetrema zolophi",0,0,0,0,0,0,0,0,0,0,0
"Primasubulura jacchi",1,0,0,0,0,0,0,0,0,0,0
"Probstmayria gombensis",1,0,0,0,1,0,0,0,0,0,0
"Probstmayria vivipara",0,0,0,0,1,1,0,1,1,0,0
"Procyonostrongylus muelleri",0,0,0,0,0,0,0,0,0,0,0
"Procyotrema marsupiformis",0,0,0,0,0,0,0,0,0,0,0
"Profilicollis altmani",0,0,0,0,0,0,0,0,0,0,0
"Profilicollis botulus",0,0,0,0,0,0,0,0,0,0,0
"Propionibacterium avidum",0,0,0,0,0,0,0,0,0,0,0
"Prosarcoptes pitheci",1,0,0,0,1,0,0,0,0,0,0
"Prosthenorchis elegans",0,0,0,0,0,0,0,0,0,0,1
"Prosthodendrium naviculum",0,0,0,0,0,0,0,0,0,0,0
"Proteus mirabilis",1,0,1,0,0,0,0,0,0,0,0
"Proteus vulgaris",1,0,0,1,1,1,0,0,0,0,0
"Protoparvovirus Carnivore protoparvovirus 1",0,0,0,0,0,0,0,0,0,0,0
"Protoparvovirus Ungulate protoparvovirus 1",1,0,1,1,1,1,1,0,1,0,0
