"","para.name","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","close","nonclose","vector","intermediate","para.type","n.modes","n.Primates","n.Carnivores","n.Ungulates","host.orders"
"594","Dictyocaulus capreolus",2,30,86.74,70.1868229093618,256.5,-0.808413853883559,0.256243756243756,1000,0,1,0,0,"Helminth",1,0,0,2,"Ungulate"
"595","Dictyocaulus eckerti",3,33.6,83.3732,51.6441664719208,211.5,-0.96377196884496,0.211288711288711,1000,0,1,0,0,"Helminth",1,0,0,3,"Ungulate"
"596","Dictyocaulus filaria",2,131.6,141.5738,35.7953385208161,377.5,-0.278634046000149,0.377122877122877,1000,0,1,0,0,"Helminth",1,0,0,2,"Ungulate"
"598","Dictyocaulus viviparus",13,48.3794871794872,94.5701512820513,22.7371488226425,31.5,-2.03150643305662,0.0314685314685315,1000,0,1,0,0,"Helminth",1,0,0,13,"Ungulate"
"601","Dientamoeba fragilis",6,34.3066666666667,100.841453333333,37.6374696863377,76.5,-1.76778054479094,0.0764235764235764,1000,1,1,0,0,"Protozoa",2,6,0,0,"Primate"
"607","Dipetalonema gracile",22,45.830303030303,107.194237229437,17.1583932695737,1.5,-3.57632170070075,0.0014985014985015,1000,0,0,1,0,"Helminth",1,22,0,0,"Primate"
"608","Dipetalonema gracile",22,45.830303030303,107.194237229437,17.1583932695737,1.5,-3.57632170070075,0.0014985014985015,1000,0,0,1,0,"Helminth",1,22,0,0,"Primate"
"609","Dipetalonema gracile",22,45.830303030303,107.194237229437,17.1583932695737,1.5,-3.57632170070075,0.0014985014985015,1000,0,0,1,0,"Helminth",1,22,0,0,"Primate"
"610","Dipetalonema graciliformis",2,13.6,94.5066,83.7591855117849,241,-0.965943012765047,0.240759240759241,1000,0,0,1,0,"Helminth",1,2,0,0,"Primate"
"612","Dipetalonema obtusa",4,33.4333333333333,102.167,46.6666041743707,123,-1.47286625805988,0.122877122877123,1000,0,0,1,0,"Helminth",1,4,0,0,"Primate"
"613","Dipetalonema obtusa",4,33.4333333333333,102.167,46.6666041743707,123,-1.47286625805988,0.122877122877123,1000,0,0,1,0,"Helminth",1,4,0,0,"Primate"
"614","Dipetalonema parvum",2,36,97.7904,71.9654020132378,263,-0.85861258704056,0.262737262737263,1000,0,0,1,0,"Helminth",1,2,0,0,"Primate"
"615","Dipetalonema petteri",7,79.2952380952381,132.285228571429,22.6467637174226,32.5,-2.33984825105162,0.0324675324675325,1000,0,0,1,0,"Helminth",1,7,0,0,"Primate"
"616","Dipetalonema rodhaini",2,9,85.8264,85.8948060172484,260,-0.894424279677313,0.25974025974026,1000,0,0,1,0,"Helminth",1,2,0,0,"Primate"
"632","Dirofilaria aethiops",2,40.4,103.7244,72.0239319352353,273.5,-0.879213315609344,0.273226773226773,1000,0,0,1,0,"Helminth",1,2,0,0,"Primate"
"633","Dirofilaria corynodes",3,34,101.273333333333,56.4182667694579,181.5,-1.19240340381658,0.181318681318681,1000,0,0,1,0,"Helminth",1,3,0,0,"Primate"
"634","Dirofilaria immitis",19,97.2152046783626,124.099180116959,11.1481802732871,12.5,-2.41151244235035,0.0124875124875125,1000,0,0,1,0,"Helminth",1,1,18,0,"Mixed"
"635","Dirofilaria immitis",19,97.2152046783626,124.099180116959,11.1481802732871,12.5,-2.41151244235035,0.0124875124875125,1000,0,0,1,0,"Helminth",1,1,18,0,"Mixed"
"636","Dirofilaria lutrae",2,51.8,99.6496,58.4218912499178,280,-0.819035450175834,0.27972027972028,1000,0,0,1,0,"Helminth",1,0,2,0,"Carnivore"
"638","Dirofilaria magnilarvatum",4,31.5333333333333,101.479433333333,48.1112784179772,115.5,-1.45383997889908,0.115384615384615,1000,0,0,1,0,"Helminth",1,4,0,0,"Primate"
"639","Dirofilaria magnilarvatum",4,31.5333333333333,101.479433333333,48.1112784179772,115.5,-1.45383997889908,0.115384615384615,1000,0,0,1,0,"Helminth",1,4,0,0,"Primate"
"642","Dirofilaria striata",2,30.8,91.1746,68.3476682747744,272,-0.883345423830398,0.271728271728272,1000,0,0,1,0,"Helminth",1,0,2,0,"Carnivore"
"644","Dirofilaria ursi",2,21.8,90.3714,71.6573066172015,245,-0.95693521340836,0.244755244755245,1000,0,0,1,0,"Helminth",1,0,2,0,"Carnivore"
"645","Dolphin rhabdovirus",2,99,124.8172,39.5592234038576,332,-0.652621507162409,0.331668331668332,1000,1,0,0,0,"Virus",1,0,2,0,"Carnivore"
"647","Draschia megastoma",5,55.22,114.33132,35.4502154243276,91.5,-1.66744600258297,0.0914085914085914,1000,0,0,1,0,"Helminth",1,0,0,5,"Ungulate"
"649","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"650","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"651","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"652","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"653","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"654","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"655","Ebolavirus Zaire ebolavirus",3,32.2,101.076933333333,56.44972578935,175,-1.22014646431335,0.174825174825175,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"657","Echidnophaga gallinacea",2,128.2,141.8308,34.1117414135113,331,-0.399592616359392,0.330669330669331,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"660","Echinococcus granulosus",11,129.396363636364,139.686210909091,9.47962337412877,148,-1.08547005156446,0.147852147852148,1000,0,1,0,1,"Helminth",1,0,7,4,"Mixed"
"661","Echinococcus granulosus",11,129.396363636364,139.686210909091,9.47962337412877,148,-1.08547005156446,0.147852147852148,1000,0,1,0,1,"Helminth",1,0,7,4,"Mixed"
"662","Echinococcus granulosus",11,129.396363636364,139.686210909091,9.47962337412877,148,-1.08547005156446,0.147852147852148,1000,0,1,0,1,"Helminth",1,0,7,4,"Mixed"
"673","Edwardsiella tarda",5,54.6,103.29304,32.1814305093485,99.5,-1.51307879200258,0.0994005994005994,1000,0,1,0,0,"Bacteria",1,0,5,0,"Carnivore"
"674","Ehrlichia canis",5,87.92,118.99756,26.5433698186144,150.5,-1.17082194960061,0.15034965034965,1000,0,0,1,0,"Bacteria",1,0,5,0,"Carnivore"
"675","Ehrlichia canis",5,87.92,118.99756,26.5433698186144,150.5,-1.17082194960061,0.15034965034965,1000,0,0,1,0,"Bacteria",1,0,5,0,"Carnivore"
"676","Ehrlichia chaffeensis",5,116.02,129.90806,21.6424027555499,236,-0.641706013739098,0.235764235764236,1000,0,0,1,0,"Bacteria",1,0,2,3,"Mixed"
"677","Ehrlichia chaffeensis",5,116.02,129.90806,21.6424027555499,236,-0.641706013739098,0.235764235764236,1000,0,0,1,0,"Bacteria",1,0,2,3,"Mixed"
"679","Ehrlichia muris",2,170.8,158.3328,39.7678433602518,561.5,0.313499524906625,0.560939060939061,1000,0,0,1,0,"Bacteria",1,0,1,1,"Mixed"
"680","Ehrlichia ruminantium",4,48.3,94.8468666666667,41.0537840051455,183,-1.13380210362174,0.182817182817183,1000,0,0,1,0,"Bacteria",1,0,0,4,"Ungulate"
"681","Ehrlichia ruminantium",4,48.3,94.8468666666667,41.0537840051455,183,-1.13380210362174,0.182817182817183,1000,0,0,1,0,"Bacteria",1,0,0,4,"Ungulate"
"685","Eimeria felina",2,84.2,121.2848,46.165955686246,284,-0.803293237381167,0.283716283716284,1000,0,1,0,0,"Protozoa",1,0,2,0,"Carnivore"
"694","Eimeria nuttalli",2,5.8,80.6866,79.3994993746242,243,-0.943162118021282,0.242757242757243,1000,0,1,0,0,"Protozoa",1,0,2,0,"Carnivore"
"695","Eimeria nuttalli",2,5.8,80.6866,79.3994993746242,243,-0.943162118021282,0.242757242757243,1000,0,1,0,0,"Protozoa",1,0,2,0,"Carnivore"
"696","Eimeria nuttalli",2,5.8,80.6866,79.3994993746242,243,-0.943162118021282,0.242757242757243,1000,0,1,0,0,"Protozoa",1,0,2,0,"Carnivore"
"706","Elaeophora schneideri",4,39.7666666666667,92.5695,42.2837491198933,135.5,-1.24877368805717,0.135364635364635,1000,0,0,1,0,"Helminth",1,0,0,4,"Ungulate"
"714","Endolimax nana",14,59.3164835164835,113.249164835165,20.0690921366126,7,-2.68735032713765,0.00699300699300699,1000,1,1,0,0,"Protozoa",2,14,0,0,"Primate"
"715","Entamoeba chattoni",4,48.6,106.146566666667,42.9839414548127,148,-1.33879222609595,0.147852147852148,1000,1,1,0,0,"Protozoa",2,4,0,0,"Primate"
"716","Entamoeba coli",28,57.9280423280423,111.895604761905,14.8278163240858,1,-3.63961633016721,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,27,0,1,"Mixed"
"717","Entamoeba coli",28,57.9280423280423,111.895604761905,14.8278163240858,1,-3.63961633016721,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,27,0,1,"Mixed"
"719","Entamoeba hartmanni",17,68.7661764705882,116.626257352941,16.4879362244725,5.5,-2.90273326089871,0.00549450549450549,1000,1,1,0,0,"Protozoa",2,16,1,0,"Mixed"
"720","Entamoeba hartmanni",17,68.7661764705882,116.626257352941,16.4879362244725,5.5,-2.90273326089871,0.00549450549450549,1000,1,1,0,0,"Protozoa",2,16,1,0,"Mixed"
"721","Entamoeba hartmanni",17,68.7661764705882,116.626257352941,16.4879362244725,5.5,-2.90273326089871,0.00549450549450549,1000,1,1,0,0,"Protozoa",2,16,1,0,"Mixed"
"722","Entamoeba histolytica",26,55.0793846153846,110.704668923077,14.9674542725711,1,-3.71641585099944,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,25,0,1,"Mixed"
"723","Entamoeba histolytica",26,55.0793846153846,110.704668923077,14.9674542725711,1,-3.71641585099944,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,25,0,1,"Mixed"
"724","Entamoeba histolytica",26,55.0793846153846,110.704668923077,14.9674542725711,1,-3.71641585099944,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,25,0,1,"Mixed"
"725","Entamoeba histolytica",26,55.0793846153846,110.704668923077,14.9674542725711,1,-3.71641585099944,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,25,0,1,"Mixed"
"726","Entamoeba histolytica",26,55.0793846153846,110.704668923077,14.9674542725711,1,-3.71641585099944,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,25,0,1,"Mixed"
"727","Entamoeba histolytica",26,55.0793846153846,110.704668923077,14.9674542725711,1,-3.71641585099944,0.000999000999000999,1000,1,1,0,0,"Protozoa",2,25,0,1,"Mixed"
"731","Enterobacter cloacae",2,67.4,107.482,51.2722400388222,288,-0.781748563543368,0.287712287712288,1000,1,1,0,0,"Bacteria",2,0,2,0,"Carnivore"
"732","Enterobius anthropopitheci",2,9,84.7948,84.8706910963212,256,-0.893062128055246,0.255744255744256,1000,1,1,0,0,"Helminth",2,2,0,0,"Primate"
"733","Enterobius bipapillatus",2,10.8,88.6892,85.1850736933422,249.5,-0.914352674981457,0.249250749250749,1000,1,1,0,0,"Helminth",2,2,0,0,"Primate"
"734","Enterobius brevicauda",3,15,86.6802666666667,63.1779759138377,195,-1.13457681462325,0.194805194805195,1000,1,1,0,0,"Helminth",2,3,0,0,"Primate"
"735","Enterobius brevicauda",3,15,86.6802666666667,63.1779759138377,195,-1.13457681462325,0.194805194805195,1000,1,1,0,0,"Helminth",2,3,0,0,"Primate"
"739","Enterobius macaci",2,9.4,86.7512,86.0221165927874,247.5,-0.899201310822961,0.247252747252747,1000,1,1,0,0,"Helminth",2,2,0,0,"Primate"
"740","Enterobius vermicularis",6,31.0666666666667,100.213826666667,38.3857972743697,70.5,-1.80137355245633,0.0704295704295704,1000,1,1,0,0,"Helminth",2,6,0,0,"Primate"
"741","Enterobius vermicularis",6,31.0666666666667,100.213826666667,38.3857972743697,70.5,-1.80137355245633,0.0704295704295704,1000,1,1,0,0,"Helminth",2,6,0,0,"Primate"
"742","Enterococcus faecalis",5,171.64,165.0949,12.6553730587943,628,0.517179538650719,0.627372627372627,1000,1,1,0,0,"Bacteria",2,1,2,2,"Mixed"
"743","Enterococcus faecalis",5,171.64,165.0949,12.6553730587943,628,0.517179538650719,0.627372627372627,1000,1,1,0,0,"Bacteria",2,1,2,2,"Mixed"
"744","Enterococcus faecalis",5,171.64,165.0949,12.6553730587943,628,0.517179538650719,0.627372627372627,1000,1,1,0,0,"Bacteria",2,1,2,2,"Mixed"
"745","Enterococcus faecium",2,170.8,157.8,39.0553899415111,501,0.332860586450901,0.500499500499501,1000,1,0,0,0,"Bacteria",1,0,1,1,"Mixed"
"746","Enterococcus faecium",2,170.8,157.8,39.0553899415111,501,0.332860586450901,0.500499500499501,1000,1,0,0,0,"Bacteria",1,0,1,1,"Mixed"
"747","Enterovirus Enterovirus B",2,70.6,116.7178,59.5812205733065,306,-0.774032481312772,0.305694305694306,1000,1,1,0,0,"Virus",2,2,0,0,"Primate"
"748","Enterovirus Enterovirus B",2,70.6,116.7178,59.5812205733065,306,-0.774032481312772,0.305694305694306,1000,1,1,0,0,"Virus",2,2,0,0,"Primate"
"749","Enterovirus Enterovirus B",2,70.6,116.7178,59.5812205733065,306,-0.774032481312772,0.305694305694306,1000,1,1,0,0,"Virus",2,2,0,0,"Primate"
"750","Enterovirus Enterovirus B",2,70.6,116.7178,59.5812205733065,306,-0.774032481312772,0.305694305694306,1000,1,1,0,0,"Virus",2,2,0,0,"Primate"
"751","Enterovirus Enterovirus C",2,70.6,119.3214,58.8813198890095,298,-0.827450880718013,0.297702297702298,1000,1,1,0,0,"Virus",2,2,0,0,"Primate"
"752","Enterovirus Enterovirus C",2,70.6,119.3214,58.8813198890095,298,-0.827450880718013,0.297702297702298,1000,1,1,0,0,"Virus",2,2,0,0,"Primate"
"755","Entopolypoides macaci",4,28.4333333333333,96.3664333333333,49.4014089344202,140,-1.37512474776135,0.13986013986014,1000,0,0,1,0,"Protozoa",1,4,0,0,"Primate"
"756","Ephemerovirus Bovine ephemeral fever virus",12,48.6727272727273,95.2069818181818,22.9922518219082,31,-2.02391026794141,0.030969030969031,1000,1,0,0,0,"Virus",1,0,0,12,"Ungulate"
"757","Erysipelothrix rhusiopathiae",3,157.6,155.433333333333,19.9630866112751,546.5,0.108533650575003,0.545954045954046,1000,1,1,1,0,"Bacteria",3,0,1,2,"Mixed"
"758","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"759","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"760","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"761","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"762","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"763","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"764","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"765","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"766","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"767","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"768","Escherichia coli",30,150.638620689655,152.408029425287,3.47273549456765,295,-0.509514398202817,0.294705294705295,1000,1,1,0,0,"Bacteria",2,7,14,9,"Mixed"
"774","Euhoplopsyllus glacialis",4,8.23333333333333,78.9773,51.5347154563088,132,-1.37274390748589,0.131868131868132,1000,1,1,0,0,"Arthropod",2,0,4,0,"Carnivore"
"775","Euhoplopsyllus glacialis",4,8.23333333333333,78.9773,51.5347154563088,132,-1.37274390748589,0.131868131868132,1000,1,1,0,0,"Arthropod",2,0,4,0,"Carnivore"
"776","Euhoplopsyllus glacialis",4,8.23333333333333,78.9773,51.5347154563088,132,-1.37274390748589,0.131868131868132,1000,1,1,0,0,"Arthropod",2,0,4,0,"Carnivore"
"777","Euhoplopsyllus glacialis",4,8.23333333333333,78.9773,51.5347154563088,132,-1.37274390748589,0.131868131868132,1000,1,1,0,0,"Arthropod",2,0,4,0,"Carnivore"
"778","Euhoplopsyllus glacialis",4,8.23333333333333,78.9773,51.5347154563088,132,-1.37274390748589,0.131868131868132,1000,1,1,0,0,"Arthropod",2,0,4,0,"Carnivore"
"791","Felicola inaequalis",2,84.2,120.8366,44.7921224622664,274.5,-0.817925072223653,0.274225774225774,1000,1,0,0,0,"Arthropod",1,0,2,0,"Carnivore"
"792","Felicola inaequalis",2,84.2,120.8366,44.7921224622664,274.5,-0.817925072223653,0.274225774225774,1000,1,0,0,0,"Arthropod",1,0,2,0,"Carnivore"
"799","Filaria taxideae",4,54.2666666666667,103.528066666667,37.7725408994035,142,-1.30415902205769,0.141858141858142,1000,0,0,1,0,"Helminth",1,0,4,0,"Carnivore"
"800","Filaria taxideae",4,54.2666666666667,103.528066666667,37.7725408994035,142,-1.30415902205769,0.141858141858142,1000,0,0,1,0,"Helminth",1,0,4,0,"Carnivore"
"816","Flavivirus Dengue virus",2,70.6,116.2012,59.6670951262151,312,-0.764260433720442,0.311688311688312,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"817","Flavivirus Dengue virus",2,70.6,116.2012,59.6670951262151,312,-0.764260433720442,0.311688311688312,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"818","Flavivirus Dengue virus",2,70.6,116.2012,59.6670951262151,312,-0.764260433720442,0.311688311688312,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"819","Flavivirus Dengue virus",2,70.6,116.2012,59.6670951262151,312,-0.764260433720442,0.311688311688312,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"821","Flavivirus Japanese encephalitis virus",5,142.46,149.6896,15.4146342541492,265.5,-0.469008857479314,0.265234765234765,1000,0,0,1,0,"Virus",1,3,2,0,"Mixed"
"822","Flavivirus Japanese encephalitis virus",5,142.46,149.6896,15.4146342541492,265.5,-0.469008857479314,0.265234765234765,1000,0,0,1,0,"Virus",1,3,2,0,"Mixed"
"823","Flavivirus Japanese encephalitis virus",5,142.46,149.6896,15.4146342541492,265.5,-0.469008857479314,0.265234765234765,1000,0,0,1,0,"Virus",1,3,2,0,"Mixed"
"824","Flavivirus Japanese encephalitis virus",5,142.46,149.6896,15.4146342541492,265.5,-0.469008857479314,0.265234765234765,1000,0,0,1,0,"Virus",1,3,2,0,"Mixed"
"825","Flavivirus St. Louis encephalitis virus",3,141.266666666667,149.630466666667,26.1945134604322,391,-0.319295871352367,0.390609390609391,1000,0,0,1,0,"Virus",1,2,1,0,"Mixed"
"826","Flavivirus St. Louis encephalitis virus",3,141.266666666667,149.630466666667,26.1945134604322,391,-0.319295871352367,0.390609390609391,1000,0,0,1,0,"Virus",1,2,1,0,"Mixed"
"827","Flavivirus St. Louis encephalitis virus",3,141.266666666667,149.630466666667,26.1945134604322,391,-0.319295871352367,0.390609390609391,1000,0,0,1,0,"Virus",1,2,1,0,"Mixed"
"829","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"830","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"831","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"832","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"833","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"834","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"835","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"836","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"837","Flavivirus Tick-borne encephalitis virus",9,115.222222222222,130.907422222222,16.3384136079791,125.5,-0.960019765464858,0.125374625374625,1000,0,0,1,0,"Virus",1,2,0,7,"Mixed"
"839","Flavivirus West Nile virus",12,149.987878787879,149.835303030303,7.16172293094467,447.5,0.0213043368260597,0.447052947052947,1000,0,0,1,0,"Virus",1,2,5,5,"Mixed"
"840","Flavivirus West Nile virus",12,149.987878787879,149.835303030303,7.16172293094467,447.5,0.0213043368260597,0.447052947052947,1000,0,0,1,0,"Virus",1,2,5,5,"Mixed"
"841","Flavivirus West Nile virus",12,149.987878787879,149.835303030303,7.16172293094467,447.5,0.0213043368260597,0.447052947052947,1000,0,0,1,0,"Virus",1,2,5,5,"Mixed"
"842","Flavivirus West Nile virus",12,149.987878787879,149.835303030303,7.16172293094467,447.5,0.0213043368260597,0.447052947052947,1000,0,0,1,0,"Virus",1,2,5,5,"Mixed"
"843","Flavivirus West Nile virus",12,149.987878787879,149.835303030303,7.16172293094467,447.5,0.0213043368260597,0.447052947052947,1000,0,0,1,0,"Virus",1,2,5,5,"Mixed"
"844","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"845","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"846","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"847","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"848","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"849","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"850","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"851","Flavivirus Yellow fever virus",31,88.2008602150538,128.094929032258,10.2136307952124,2,-3.90596347343046,0.001998001998002,1000,0,0,1,0,"Virus",1,31,0,0,"Primate"
"852","Flavivirus Zika virus",2,36.8,100.0922,72.9676699643069,264.5,-0.867400590301981,0.264235764235764,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"853","Flavivirus Zika virus",2,36.8,100.0922,72.9676699643069,264.5,-0.867400590301981,0.264235764235764,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"854","Flavivirus Zika virus",2,36.8,100.0922,72.9676699643069,264.5,-0.867400590301981,0.264235764235764,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"857","Foxella ignota",2,13.6,82.8234,76.8722704126683,256,-0.90049896573098,0.255744255744256,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"858","Foxella ignota",2,13.6,82.8234,76.8722704126683,256,-0.90049896573098,0.255744255744256,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"859","Francisella tularensis",11,132.818181818182,140.930490909091,8.6652797691196,183,-0.936185478952321,0.182817182817183,1000,1,1,1,0,"Bacteria",3,0,7,4,"Mixed"
"860","Fusobacterium necrophorum",3,53.2666666666667,94.9281333333333,46.3470657481513,310.5,-0.898901926025995,0.31018981018981,1000,0,1,0,0,"Bacteria",1,0,0,3,"Ungulate"
"861","Fusobacterium necrophorum",3,53.2666666666667,94.9281333333333,46.3470657481513,310.5,-0.898901926025995,0.31018981018981,1000,0,1,0,0,"Bacteria",1,0,0,3,"Ungulate"
"862","Gaigeria pachyscelis",4,45.9333333333333,94.647,41.5234974530039,162,-1.17315904619548,0.161838161838162,1000,0,1,0,0,"Helminth",1,0,0,4,"Ungulate"
"865","Gammaretrovirus Feline leukemia virus",4,24.6,90.9844,45.8010022161039,122.5,-1.44940933141107,0.122377622377622,1000,1,0,0,0,"Virus",1,0,4,0,"Carnivore"
"866","Gammaretrovirus Feline leukemia virus",4,24.6,90.9844,45.8010022161039,122.5,-1.44940933141107,0.122377622377622,1000,1,0,0,0,"Virus",1,0,4,0,"Carnivore"
"867","Gammaretrovirus Feline leukemia virus",4,24.6,90.9844,45.8010022161039,122.5,-1.44940933141107,0.122377622377622,1000,1,0,0,0,"Virus",1,0,4,0,"Carnivore"
"868","Gammaretrovirus Feline leukemia virus",4,24.6,90.9844,45.8010022161039,122.5,-1.44940933141107,0.122377622377622,1000,1,0,0,0,"Virus",1,0,4,0,"Carnivore"
"869","Gammaretrovirus Feline leukemia virus",4,24.6,90.9844,45.8010022161039,122.5,-1.44940933141107,0.122377622377622,1000,1,0,0,0,"Virus",1,0,4,0,"Carnivore"
"870","Gammaretrovirus Feline leukemia virus",4,24.6,90.9844,45.8010022161039,122.5,-1.44940933141107,0.122377622377622,1000,1,0,0,0,"Virus",1,0,4,0,"Carnivore"
"871","Gastrodiscus aegyptiacus",2,3.8,90.3366,85.6260647431809,243,-1.01063385616926,0.242757242757243,1000,0,1,0,1,"Helminth",1,0,0,2,"Ungulate"
"878","Giardia intestinalis",21,141.937142857143,148.64344952381,4.47927908823795,74.5,-1.49718437600297,0.0744255744255744,1000,1,1,0,0,"Protozoa",2,12,4,5,"Mixed"
